"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
		"n"	"MALAYSIA"		"KUALA KEDAH"	6.1	100.4333333	594.013									0.9		5														
		"n"	"SRI LANKA"		"WAIKKALA"	7.283	79.84	1828.105									2.7		5														
		"n"	"SRI LANKA"		"HIKKADUWA"	6.132	80.102	1774.902									3.4		5														
		"n"	"SRI LANKA"		"UNAWATUNA"	6.008	80.242	1757.407									3.3		5														
		"n"	"SOUTH AFRICA"		"RICHARDS BAY"	-28.8	32.083	7669.686	26	12	6	11	7				0.76		2		"R"												
		"n"	"ANTARCTICA"		"ROTHERA STATION (UK)"	-67.569	-68.12	12768.305	27	0	15	23	16				0.02		2	60													
		"n"	"UK TERRITORY"		"PORT STANLEY, FALKLAND ISLANDS"	-51.75	-57.933	14112.83	26	22	23	21	24				0.22		2														
		"n"	"FRANCE"		"CONCARNEAU"	47.868	-3.913	10464.339	27	9	20	32	21				0.5		2														
		"n"	"THAILAND"		"KHAO LAK"	8.637	98.253	645.564									9.6		5														1
		"n"	"THAILAND"		"KAMALA BEACH, PHUKET"	7.947	98.283	578.483									4.85		5														
		"n"	"THAILAND"		"BANG THAO BEACH, PHUKET"	8.002	98.296	584.533									4.41		5														
		"n"	"THAILAND"		"KHAO LAK"	8.635	98.25	645.226									9.45		5														
		"n"	"THAILAND"		"KHAO LAK"	8.637	98.251	645.473									8.67		5														
		"n"	"THAILAND"		"KHAO LAK"	8.64	98.253	645.866									9.46		5														
		"n"	"THAILAND"		"KHAO LAK"	8.197	98.3	603.909									3.11		5														
		"n"	"THAILAND"		"BAN NIANG BEACH"	8.7	98.24	651.33									6.2		5														
		"n"	"INDONESIA"	"ACEH"	"LEUPUNG, NW. COAST OF SUMATRA"	5.42	95.248	242.189									19.5		5														
		"n"	"INDONESIA"	"ACEH"	"LHOK NGA, NW. COAST OF SUMATRA"	5.464	95.247	246.897									23.1		5														
		"n"	"MALAYSIA"		"PASIR PANJANG, PENANG IS."	5.295	100.183	528.012									2	70	4			27	1	1	1								
		"n"	"MALAYSIA"		"MUARA SUNGAI PULAU BETONG, PENANG"	5.306	100.192	529.422									2.7	100	5														
		"n"	"INDONESIA"	"WEST NUSA TENGGARA"	"LEMBAR, LOMBOK"	-8.73	116.07	2609.372	26	5	27	4	28				0.93		2		"R"												
		"n"	"MALDIVES"		"LAAMU ATOLL, FONADHOO IS."	1.825	73.495	2491.862									3	50	4														
		"n"	"MALDIVES"		"NORTH MALE ATOLL, DHIFFUSHI IS."	4.443	73.715	2461.938									3	100	4														
		"n"	"MYANMAR (BURMA)"		"NYAWBYIN VILLAGE"	13.635	98.146	1168.787									2		5														
		"n"	"MYANMAR (BURMA)"		"DOLPHIN CLUB, SALON ISLAND"	9.99	98.488	793.405									0.4		5														
		"n"	"MYANMAR (BURMA)"		"KAING THAUNG ISLAND VILLAGE"	15.733	95.063	1376.161									2.3		5			8	1									16	1
		"n"	"SRI LANKA"		"GIN RIVER"	6.064	80.174	1765.822									4.1		5														
		"n"	"SRI LANKA"		"MATARA"	5.943	80.55	1722.6									5.82		5														
		"n"	"INDONESIA"	"ACEH"	"SENEBU VILLAGE, SIMEULUE"	2.344	96.468	127.328									2.5	1500	4														
		"n"	"INDONESIA"	"ACEH"	"LABUHAN BAKTI, SIMEULUE"	2.402	96.481	122.777									2.5	1500	4														
		"n"	"SRI LANKA"		"GALLE NORTH"	6.048	80.189	1763.9									4		4														
		"n"	"SRI LANKA"		"GALLE CENTER"	6.025	80.216	1760.546									6	50	4														
		"n"	"SRI LANKA"		"GALLE FORT"	6.02	80.222	1759.803									10	0	4														
		"n"	"SRI LANKA"		"KOGGALA"	5.984	80.332	1747.149									6	500	4														
		"n"	"SRI LANKA"		"EVA HOTEL, TANGALLE (TANGALLA)"	6.03	80.798	1697.05									7.5		4														
		"n"	"SRI LANKA"		"TANGALLE (TANGALLA)"	6.03	80.798	1697.05									7		4														
		"n"	"THAILAND"		"BAN NA TAI"	8.274	98.278	610.449									4.8		4														
		"n"	"THAILAND"		"RAMSON"	9.602	98.47	752.931									4.8	329	5														
		"n"	"THAILAND"		"BAN CHANG HAK"	9.669	98.559	763.57									1.1	0	5														
		"n"	"SRI LANKA"		"KALUWANCHIKUDI"	7.521	81.806	1624.46									7	100	4														
		"n"	"SRI LANKA"		"UPPUVELI"	8.616	81.219	1722.535									4.3		4														
		"n"	"MALDIVES"		"HANIMAADHOO, HAA DHAALU"	6.767	73.167	2544.069	26	4	30	3	31				1.09		2		"R"												
		"n"	"MALDIVES"		"GAN"	-0.6867	73.1517	2564.508	26	4	16	3	17				0.7		2		"R"												
		"n"	"UK TERRITORY"		"DIEGO GARCIA, CHAGOS ISLANDS"	-7.283	72.4	2857.048									1.9		1														
		"n"	"INDIA"	"KERALA"	"AZHIKKAL"	9.10916667	76.47555556	2237.241									5		4														
		"n"	"INDIA"	"KERALA"	"PONNANI"	10.78111111	75.91555556	2350.818									1		4														
		"n"	"SEYCHELLES"		"CHEVALIER BAY, PRASLIN ISLAND"	-4.29333333	55.70206667	4544.798									3.1	140	5														
		"n"	"SEYCHELLES"		"GRANDE ANSE, PRASLIN ISLAND"	-4.33216667	55.71975	4543.616									3.6	50	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"GOVINDA NAGAR, HAVELOCK ISLAND"	12.03016667	92.98913889	1014.161									3.4	140	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"HARMINDER BAY, LITTLE ANDAMAN"	10.05238889	92.55108333	829.582									7.4	227.8	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"NETAJI NAGAR (2), LITTLE ANDAMAN"	10.63344444	92.55172222	887.612									8.6	74.3	5														
		"n"	"SOUTH AFRICA"		"BLUE HORIZON BAY"	-33.98	25.25	8446.233											1			1	1			2	1						
		"n"	"SEYCHELLES"		"SEYCHELLES AIRPORT, MAHE ISLAND"	-4.68208333	55.5329	4570.914									3	200	5														
		"n"	"SEYCHELLES"		"BAIE LAZARE, MAHE ISLAND"	-4.74131667	55.487	4577.11									1.6	20	5														
		"n"	"AUSTRALIA"		"EDEN (TWOFOLD BAY)"	-37.07366	149.90774	7150.597	26	20	15	19	16	27	1	30	0.25		2														
		"n"	"AUSTRALIA"		"BRISBANE (CAIRNCROSS)"	-27.36666	153.16666	7016.887						27	9	30	0.11		2														
		"n"	"MALAYSIA"		"TANJUNG TOKONG (2A)"	5.46033333	100.308	548.272									3.65	35.8	5														
		"n"	"NEW ZEALAND"		"ANAWHATA"	-36.921	174.461	9223.296	26	22	15	21	16	27	2	10	0.27		2														
		"n"	"NEW ZEALAND"		"OTAGO"	-45.755	170.682	9104.055	26	19	23	18	24				0.27		2	29													
		"n"	"NEW ZEALAND"		"TARANAKI"	-38.97	174.46	9260.825	26	21	11	20	12				0.6		2	33													
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.492	95.231	250.362									17.48		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.485	95.228	249.71									32.72		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.472	95.242	247.9									34.25		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.422	95.244	242.525									28.61		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.429	95.241	243.362									20.49		4														
		"n"	"INDONESIA"	"ACEH"	"LHOKSEUMAWE, SUMATRA"	5.235	97.06	250.904									1.7		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"MEDREHE, NIAS ISLAND"	1.008	97.405	308.052									3.5		5														
		"n"	"MALDIVES"		"ENBODOO VILLAGE, SOUTH MALE"	4.083	73.512	2483.316									1.33		5														
		"n"	"MALDIVES"		"GEMENDHOO, DHAALU"	2.798	73.025	2538.31									2.71		5														
		"n"	"MALDIVES"		"GEMENDHOO, DHAALU"	2.798	73.026	2538.198									3.09		5														
		"n"	"MALDIVES"		"GAN, LAAMU"	1.941	73.54	2485.948									1.73		5														
		"n"	"INDONESIA"	"ACEH"	"LEPUNG, ACEH, SUMATRA"	5.395	95.256	239.287									21.39	340	5														
		"n"	"SRI LANKA"		"GALLE PORT NORTH BEACH"	6.037	80.224	1759.882									4.71		5														
		"n"	"SRI LANKA"		"GALLE FORT"	6.028	80.219	1760.27									4.89		5														
		"n"	"SRI LANKA"		"DODANDUWA"	6.104	80.126	1771.778									3.98		5														
		"n"	"SOMALIA"		"ALL OF SOMALIA"												9.52		5			289	3					100	4		1		
		"n"	"USA TERRITORY"	"PR"	"PUNTA GUAYANILLA"	17.977	-66.762	16985.851	27	5	47	28	48				0.02		2														
		"n"	"MALAYSIA"		"MIAMI BEACH, PENANG IS."	5.476	100.266	544.825									3	10	4			23	1										
		"n"	"MALAYSIA"		"SOUTH OF KUALA TRIANG"	6.356	99.715	544.421									3.3		4														1
		"n"	"INDIA"	"TAMIL NADU"	"WEST OF TIRUPPORUR"	12.74694444	80.2425	2010.505										100	5														
		"n"	"INDIA"	"TAMIL NADU"	"NEAR PALAR RIVER MOUTH"	12.45055556	80.14333333	2003.764										400	5														
		"n"	"INDIA"	"TAMIL NADU"	"NETTUKUPPARN"	13.23166667	80.33	2029.669									3.16	70	5														
		"n"	"INDIA"	"TAMIL NADU"	"PETTAIKUPPAM"	12.13611111	79.92916667	2007.73									3.29	100	5														
		"n"	"MALAYSIA"		"ALL OF MALAYSIA"												4		5			75	2					500	4	1535	4		
		"n"	"THAILAND"		"ALL OF THAILAND"												19.6		5			8212	4					1000	4	4806	4		
		"n"	"INDIA"	"TAMIL NADU"	"PIYAKUPPAM"	12.44527778	80.14333333	2003.482									5.67	600	5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.429	95.236	243.517									20.8		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.465	95.244	247.094									29.34		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.552	95.303	254.709									6.11		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.551	95.307	254.495									6.59		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.604	95.346	259.215									7.12		4														
		"n"	"VANUATU"		"PORT VILA, EFATE ISLAND"	-17.7553	168.3077	8278.06									0.08		2														
		"n"	"NEW ZEALAND"		"LITTLE KAITERITERI"	-41.048	173.027	9181.418									0.6		2														
		"n"	"NEW ZEALAND"		"GREEN ISLAND"	-45.9523	170.3867	9086.757									0.4		2														
		"n"	"NEW ZEALAND"		"TIMARU"	-44.392	171.254	9114.354	26	19	5	18	6				1.05		2	43													
		"n"	"NEW ZEALAND"		"CHATHAM ISLAND"	-43.95	-176.567	10070.585									0.18		2														
		"n"	"NEW CALEDONIA"		"NOUMEA"	-22.2466	166.4116	8165.773									0.05		2														
		"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	11712.082	27	3	48	26	49				0.15		2														
		"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	10210.374	27	14	50						0.07		2														
		"n"	"INDIA"	"TAMIL NADU"	"TUTICORIN, TAMIL NADU"	8.75	78.2	2043.918	26	4	24	3	25				0.91		2		"R"												
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.549	95.317	254.018									4.64		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.553	95.316	254.474									4.68		4														
		"n"	"INDONESIA"	"ACEH"	"ULEELHEULE, SUMATRA"	5.5558	95.2843	255.622									9	4000	4										3				
		"n"	"UK TERRITORY"		"DIEGO GARCIA, CHAGOS ISLANDS"	-7.283	72.4	2857.048	26	4	45	3	46				0.45		2		"R"												
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.53391667	95.28136111	253.36									6.1		5														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.56194444	95.30555556	255.709									8.1		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.84783333	98.27536111	667.853									0.8		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.85013889	98.27152778	667.916									8.5		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SOUTH OF SIBOLGA, SUMATRA"	1.664	98.826	377.641									1.5		5														
		"n"	"INDIA"	"ANDHRA PRADESH"	"PALIPAN-KOTTAPATNAM"	15.43305	80.17366667	2179.535									3.22		5														
		"n"	"INDIA"	"TAMIL NADU"	"KOVALAM"	12.78338333	80.25075	2011.744									5.43		5														
		"n"	"INDIA"	"TAMIL NADU"	"PERIAKALAPET"	12.02573333	79.8648	2008.288									2.63		5														
		"n"	"INDIA"	"TAMIL NADU"	"DEVANAANPATTINAM"	11.74646667	79.78975	2001.581									2.95		5														
		"n"	"INDIA"	"TAMIL NADU"	"DEVANAANPATTINAM"	11.74215	79.78208333	2002.116										340	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.49045	92.71111667	968.234									2.46		5														
		"n"	"KENYA"		"GOSHI ESTUARY"	-3.63796944	39.83356481	6279.53											5														
		"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE, DEVANAMKUPPAM"	11.7385	79.78805556	2001.354									7	1000	5														1
		"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM, HARBOR"	10.76163889	79.85072222	1949.222									12	2000	5														1
		"n"	"SRI LANKA"		"NALAVELI"	8.706572	81.18847	1728.995									4.1	80	4														
		"n"	"SRI LANKA"		"IBRAL NAGAR NALALEVI"	8.660616	81.21794	1724.259									4.65		4														
		"n"	"SRI LANKA"		"HAMBANTOTA"	6.12845	81.12752	1662.96									11		5														
		"n"	"SRI LANKA"		"NONAGAMA"	6.09375	80.98835	1677.466									8.71		4														
		"n"	"SRI LANKA"		"KALUTARA"	6.60845	79.948	1800.953									3.87		5														
		"n"	"MAURITIUS"		"ANSE-AUX-ANGLAIS, RODRIGUES"	-19.6751	63.4328	4363.631									1.72		4														
		"n"	"MAURITIUS"		"GRAND BAIE, RODRIGUES"	-19.6748	63.4491	4362.165									1.99	451	5														
		"n"	"MAURITIUS"		"BELLE MARE"	-20.1604	57.7589	4905.631									1.34		5														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-GILLES"	-21.0531	55.2238	5185.913									1		4														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINTE-ROSE"	-21.1253	55.7878	5137.162									2		4														
		"n"	"YEMEN"		"BEDHOOLA"	12.32917	54.00726	4714.814									3.37	10.4	5														
		"n"	"YEMEN"		"ABADHAR"	12.35276	54.06333	4709.179									2.81	18.8	5														
		"n"	"YEMEN"		"QALANSIYAH"	12.68991	53.48402	4777.094									2.42	15.9	5			1	1										
		"n"	"TANZANIA"		"ZANZIBAR"	-6.15	39.18	6385.933	26	10	40	9	41				0.36		2		"R"												
		"n"	"MALDIVES"		"NORTH MALE ATOLL, FISH FACTORY"	4.249	73.537	2480.991									1.5	10	4														
		"n"	"SRI LANKA"		"WELIGAMA/KAMBURUGAMU"	5.972	80.431	1736.116									4		4														
		"n"	"INDONESIA"	"ACEH"	"DEUDAP ISLAND"	5.602	95.14	264.916									10.7		5										2		2		2
		"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM"	10.77	79.83	1951.669									5	1000	5														
		"n"	"INDIA"	"KERALA"	"ALLAPPAD"	9.0833	76.4833	2235.661											1			130	3								1		
		"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE, MELAMANAKUDI"	11.75	79.75	2005.634											1			150	3						1				
		"n"	"INDIA"	"ANDHRA PRADESH"	"ADDANKI (SINGRAIKONDA)"	15.8167	79.9833	2221.241											1														
		"n"	"OMAN"		"RAYSUT"	16.9375	54.00655	4813.001									2.5		4														
		"n"	"OMAN"		"SALALAH"	17.0001	54.109033	4804.016									2.67	13	5														
		"n"	"OMAN"		"MIRBAT"	16.986133	54.687217	4743.847									1.73	22	5														
		"n"	"OMAN"		"SADAH"	17.049483	55.072883	4705.715									1.3	13	4														
		"n"	"OMAN"		"MURGHSAIL"	16.87815	53.771967	4835.788									2.88	9	5														
		"n"	"OMAN"		"RU"	20.46554	58.78273	4443.792									1.3	143	5														
		"n"	"OMAN"		"AL SHUAAYR"	19.50029	57.71287	4513.955									2.4	42	5														
		"n"	"SOMALIA"		"XAAFUUN"	10.42185	51.25931	4985.972									3.43	149.8	4														
		"n"	"INDONESIA"	"ACEH"	"PULAU BREUH, SUMATRA"	5.68131	95.06303	275.894									21.1	421.3	4														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"LHOK LEUPUNG, SUMATRA"	4.69064	95.53565	156.064									15.7	632.4	4														
		"n"	"SOMALIA"		"XAAFUUN"	10.42105	51.25939	4985.954									4.24	64.3	4														
		"n"	"INDONESIA"	"ACEH"	"PULAU SALAUT, SUMATRA"	2.98483	95.39325	62.959									6.5	124.5	4														
		"n"	"INDONESIA"	"ACEH"	"PULAU SALAUT, SUMATRA"	2.98473	95.39311	62.978									4.9	161.9	4														
		"n"	"INDONESIA"	"ACEH"	"LANGI FIELD, SUMATRA"	2.82765	95.74719	55.29									7.8	234.9	4														
		"n"	"INDONESIA"	"ACEH"	"LANGI FIELD, SUMATRA"	2.8258	95.74737	55.486									3	441.4	4														
		"n"	"INDONESIA"	"ACEH"	"BUSUNG, SUMATRA"	2.38467	96.33572	116.078									4.1	130	5														
		"n"	"INDONESIA"	"ACEH"	"ALUS ALUS, SUMATRA"	2.34927	96.37575	121.624									1.1	100.2	5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"HUMANGA BEACH, SUMATRA"	1.48436	97.34708	261.908									0.9	38.8	5														
		"n"	"ANTARCTICA"		"MAWSON STATION (AUSTRALIA)"	-67.6	62.87	8279.479	26	13	10	12	11				0.43		2		"R"												
		"n"	"MADAGASCAR"		"SOANIERANA-IVONGO"	-16.92005	49.587	5555.103									1.3	12	5														
		"n"	"MADAGASCAR"		"MANAFIAFY (SAINTE LUCE)"	-24.7765	47.19987	6105.935									3.1	34	5			1	1										
		"n"	"MADAGASCAR"		"AMPASIMASAY"	-24.32108	47.34549	6072.337									3.2	29	5														
		"n"	"MADAGASCAR"		"BETANTY"	-25.56817	45.53433	6294.81									2.3	30	5														
		"n"	"MADAGASCAR"		"BETANTY"	-25.56508	45.53881	6294.262									4.8	37	5														
		"n"	"MADAGASCAR"		"MANANJARY"	-21.24501	48.34824	5846.198									1	68	5														
		"n"	"MADAGASCAR"		"MANANJARY"	-21.26137	48.34547	5847.141									2.2	43	5														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.5033	73.30868	2508.067									3.29	139	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50399	73.3094	2507.983									3.74	13	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50444	73.30935	2507.987									3.67	4	4														
		"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77297	73.42533	2493.916									2.83	30	4														
		"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77385	73.42442	2494.014									2.87	192	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61803	72.85578	2564.809									3.13	61	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61775	72.8558	2564.805									2.42	64	4														
		"n"	"MALDIVES"		"EYDHAFUSHI, BAA"	5.10177	73.07245	2536.74									2	178	4														
		"n"	"MALDIVES"		"EYDHAFUSHI, BAA"	5.10302	73.07147	2536.857									1.61	175	4														
		"n"	"MALDIVES"		"EMBUDHU FINOTHU, S. MALE"	4.1801	73.52455	2482.17									1.83		4														
		"n"	"MALDIVES"		"FONADHOO, LAAMU"	1.8324	73.50333	2490.878									3.12	130	4														
		"n"	"MALDIVES"		"HURAAN. MALE"	4.24918	73.53676	2481.018									3.34		4														
		"n"	"COMOROS"		"SELEYANI, GRANDE COMORE"	-11.50363	43.39957	6033.442									5		5										1				
		"n"	"COMOROS"		"BIMBINI, ANJOUAN"	-12.19175	44.23317	5962.006									2.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.647	95.414	262.349									8.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.557	95.284	255.759									12.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.435	95.234	244.216									21.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.476	95.236	248.508									22.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.314	95.24	231.213									25.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.5	95.227	251.334									26.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.46	95.246	246.502									29.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.562	95.344	254.733									2.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.59	95.392	256.635									4.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.477	95.265	247.746									4.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.531	95.288	252.864									6.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.598	95.39	257.546									6.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.325	256.609									6.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.488	95.267	248.861									7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.342	256.184									7.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.481	95.244	248.796									7.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.573	95.328	256.317									7.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.595	95.371	257.652									8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.48	95.243	248.72									8.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.562	95.317	255.415									8.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.514	95.27	251.551									8.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.533	95.294	252.913									8.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.546	95.298	254.199									8.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.49	95.264	249.162									8.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.541	95.305	253.475									9.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.584	95.347	257.032									10.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.552	95.294	254.95									11		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.605	95.387	258.371									11		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.553	95.298	254.95									12.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.478	95.241	248.568									16.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.543	95.242	255.459									21.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.501	95.233	251.257									21.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.496	95.235	250.665									27.7		5														
		"n"	"COMOROS"		"HAGNAMOUADA, MOHELI"	-12.33963	43.84248	6007.138									3		5														
		"n"	"COMOROS"		"MOUTSAMOUDOU, MAYOTTE"	-12.96285	45.17673	5882.823									2.2		5														
		"n"	"THAILAND"		"BAN PAK NAM PORT"	9.979	98.601	796.948									1.7	0	5														
		"n"	"AUSTRALIA"		"CAPE LAMBERT"	-20.583333	117.166667	3522.03	26	7	55	6	56	26	15	50	0.37		2														
		"n"	"MALAYSIA"		"KUALA KURAU"	5	100.4166667	539.71									1.93		5														
		"n"	"THAILAND"		"SIRE VILLAGE, PHUKET"	7.873	98.425	578.833									2.67		5														
		"n"	"THAILAND"		"PHI PHI DON (NORTH COAST)"	7.739	98.777	586.587									5.84		5														
		"n"	"THAILAND"		"KAMALA BEACH, PHUKET"	7.947	98.282	578.431									5.29		5														
		"n"	"THAILAND"		"KHAO LAK"	8.636	98.249	645.281									9.5		5														
		"n"	"THAILAND"		"KHAO LAK"	8.661	98.249	647.8									9.35		5														
		"n"	"THAILAND"		"KHAO LAK"	8.742	98.255	656.244									6.46		5														
		"n"	"THAILAND"		"KHAO LAK"	8.272	98.28	610.348									4.3		5														
		"n"	"THAILAND"		"KAMALA BEACH, PHUKET"	7.95	98.28	578.622									5.4		5														
		"n"	"INDONESIA"	"ACEH"	"WEST BANDA ACEH, SUMATRA"	5.558	95.235	257.264									20		5														
		"n"	"ANTARCTICA"		"DUMONT D'URVILLE STATION (FRANCE)"	-66.63	140.01	8508.798	26	13	48	12	49				0.16		2		"R"												
		"n"	"INDONESIA"	"ACEH"	"LHOK NGA, NW. COAST OF SUMATRA"	5.456	95.246	246.077									35.7		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"BELAWAN, SUMATRA"	3.78	98.72	322.54	26	4	24	3	25				0.47		2		"F"												
		"n"	"INDONESIA"	"EAST JAVA"	"PRIGI, S. JAVA"	-8.29	111.73	2180.35	26	4	30	3	31				0.51		2		"R"												
		"n"	"MALDIVES"		"NORTH MALE ATOLL, MALE IS."	4.172	73.502	2484.65									2.4	30	4														
		"n"	"MALDIVES"		"NORTH MALE ATOLL, MALE IS."	4.174	73.518	2482.88									2.2	20	4														
		"n"	"MALDIVES"		"SOUTH MALE ATOLL, ENBOODHOO FINOLHU"	4.103	73.525	2481.92									1.7	50	4														
		"n"	"MALDIVES"		"SOUTH MALE ATOLL, ENBOODHOO FINOLHU"	4.103	73.525	2481.92									2.8	0	4														
		"n"	"MALDIVES"		"LAAMU ATOLL, GAN IS."	1.932	73.552	2484.685									2.9	30	4														
		"n"	"MALDIVES"		"NORTH MALE ATOLL, HURAA IS."	4.334	73.601	2474.171									2.2		4														
		"n"	"MYANMAR (BURMA)"		"MAUNGMAGAN BEACH"	14.144	98.091	1222.566									1.8		5														
		"n"	"MYANMAR (BURMA)"		"THABAWSEIK-KYAUKSENT VILLAGE"	14.106	98.098	1218.607									1.6		5														
		"n"	"MYANMAR (BURMA)"		"PAHTAW VILLAGE"	12.449	98.587	1053.993									2.2		5														
		"n"	"MYANMAR (BURMA)"		"KAPYET THAUNG VILLAGE"	15.806	94.739	1386.897									2		5			17	1						1	130	1		
		"n"	"MYANMAR (BURMA)"		"AUNG HLAING VILLAGE"	15.772	94.984	1381.038									1.5		5													55	2
