YYYY MM DD hh mm ss T HEIGHT
2004 05 25 10 30 00 1 9999.000
2004 05 25 10 45 00 1 9999.000
2004 05 25 11 00 00 1 9999.000
2004 05 25 11 15 00 1 9999.000
2004 05 25 11 30 00 1 9999.000
2004 05 25 11 45 00 1 9999.000
2004 05 25 12 00 00 1 9999.000
2004 05 25 12 15 00 1 9999.000
2004 05 25 12 30 00 1 9999.000
2004 05 25 12 45 00 1 9999.000
2004 05 25 13 00 00 1 9999.000
2004 05 25 13 15 00 1 9999.000
2004 05 25 13 30 00 1 9999.000
2004 05 25 13 45 00 1 9999.000
2004 05 25 14 00 00 1 9999.000
2004 05 25 14 15 00 1 9999.000
2004 05 25 14 30 00 1 9999.000
2004 05 25 14 45 00 1 9999.000
2004 05 25 15 00 00 1 9999.000
2004 05 25 15 15 00 1 9999.000
2004 05 25 15 30 00 1 9999.000
2004 05 25 15 45 00 1 9999.000
2004 05 25 16 00 00 1 9999.000
2004 05 25 16 15 00 1 9999.000
2004 05 25 16 30 00 1 9999.000
2004 05 25 16 45 00 1 9999.000
2004 05 25 17 00 00 1 9999.000
2004 05 25 17 15 00 1 9999.000
2004 05 25 17 30 00 1 9999.000
2004 05 25 17 45 00 1 9999.000
2004 05 25 18 00 00 1 9999.000
2004 05 25 18 15 00 1 9999.000
2004 05 25 18 30 00 1 9999.000
2004 05 25 18 45 00 1 9999.000
2004 05 25 19 00 00 1 9999.000
2004 05 25 19 15 00 1 9999.000
2004 05 25 19 30 00 1 9999.000
2004 05 25 19 45 00 1 9999.000
2004 05 25 20 00 00 1 9999.000
2004 05 25 20 15 00 1 9999.000
2004 05 25 20 30 00 1 9999.000
2004 05 25 20 45 00 1 9999.000
2004 05 25 21 00 00 1 9999.000
2004 05 25 21 15 00 1 9999.000
2004 05 25 21 30 00 1 9999.000
2004 05 25 21 45 00 1 9999.000
2004 05 25 22 00 00 1 9999.000
2004 05 25 22 15 00 1 9999.000
2004 05 25 22 30 00 1 9999.000
2004 05 25 22 45 00 1 9999.000
2004 05 25 23 00 00 1 9999.000
2004 05 25 23 15 00 1 9999.000
2004 05 25 23 30 00 1 9999.000
2004 05 25 23 45 00 1 9999.000
2004 05 26 00 00 00 1 9999.000
2004 05 26 00 15 00 1 9999.000
2004 05 26 00 30 00 1 9999.000
2004 05 26 00 45 00 1 9999.000
2004 05 26 01 00 00 1 9999.000
2004 05 26 01 15 00 1 9999.000
2004 05 26 01 30 00 1 9999.000
2004 05 26 01 45 00 1 9999.000
2004 05 26 02 00 00 1 9999.000
2004 05 26 02 15 00 1 9999.000
2004 05 26 02 30 00 1 9999.000
2004 05 26 02 45 00 1 9999.000
2004 05 26 03 00 00 1 9999.000
2004 05 26 03 15 00 1 9999.000
2004 05 26 03 30 00 1 9999.000
2004 05 26 03 45 00 1 9999.000
2004 05 26 04 00 00 1 9999.000
2004 05 26 04 15 00 1 9999.000
2004 05 26 04 30 00 1 9999.000
2004 05 26 04 45 00 1 9999.000
2004 05 26 05 00 00 1 9999.000
2004 05 26 05 15 00 1 9999.000
2004 05 26 05 30 00 1 9999.000
2004 05 26 05 45 00 1 9999.000
2004 05 26 06 00 00 1 9999.000
2004 05 26 06 15 00 1 9999.000
2004 05 26 06 30 00 1 9999.000
2004 05 26 06 45 00 1 9999.000
2004 05 26 07 00 00 1 9999.000
2004 05 26 07 15 00 1 9999.000
2004 05 26 07 30 00 1 9999.000
2004 05 26 07 45 00 1 9999.000
2004 05 26 08 00 00 1 9999.000
2004 05 26 08 15 00 1 9999.000
2004 05 26 08 30 00 1 9999.000
2004 05 26 08 45 00 1 9999.000
2004 05 26 09 00 00 1 9999.000
2004 05 26 09 15 00 1 9999.000
2004 05 26 09 30 00 1 9999.000
2004 05 26 09 45 00 1 9999.000
2004 05 26 10 00 00 1 9999.000
2004 05 26 10 15 00 1 9999.000
2004 05 26 10 30 00 1 9999.000
2004 05 26 10 45 00 1 9999.000
2004 05 26 11 00 00 1 9999.000
2004 05 26 11 15 00 1 9999.000
2004 05 26 11 30 00 1 9999.000
2004 05 26 11 45 00 1 9999.000
2004 05 26 12 00 00 1 9999.000
2004 05 26 12 15 00 1 9999.000
2004 05 26 12 30 00 1 9999.000
2004 05 26 12 45 00 1 9999.000
2004 05 26 13 00 00 1 9999.000
2004 05 26 13 15 00 1 9999.000
2004 05 26 13 30 00 1 9999.000
2004 05 26 13 45 00 1 9999.000
2004 05 26 14 00 00 1 9999.000
2004 05 26 14 15 00 1 9999.000
2004 05 26 14 30 00 1 9999.000
2004 05 26 14 45 00 1 9999.000
2004 05 26 15 00 00 1 9999.000
2004 05 26 15 15 00 1 9999.000
2004 05 26 15 30 00 1 9999.000
2004 05 26 15 45 00 1 9999.000
2004 05 26 16 00 00 1 9999.000
2004 05 26 16 15 00 1 9999.000
2004 05 26 16 30 00 1 9999.000
2004 05 26 16 45 00 1 9999.000
2004 05 26 17 00 00 1 9999.000
2004 05 26 17 15 00 1 9999.000
2004 05 26 17 30 00 1 9999.000
2004 05 26 17 45 00 1 9999.000
2004 05 26 18 00 00 1 9999.000
2004 05 26 18 15 00 1 9999.000
2004 05 26 18 30 00 1 9999.000
2004 05 26 18 45 00 1 9999.000
2004 05 26 19 00 00 1 9999.000
2004 05 26 19 15 00 1 9999.000
2004 05 26 19 30 00 1 9999.000
2004 05 26 19 45 00 1 9999.000
2004 05 26 20 00 00 1 9999.000
2004 05 26 20 15 00 1 9999.000
2004 05 26 20 30 00 1 9999.000
2004 05 26 20 45 00 1 9999.000
2004 05 26 21 00 00 1 9999.000
2004 05 26 21 15 00 1 9999.000
2004 05 26 21 30 00 1 9999.000
2004 05 26 21 45 00 1 9999.000
2004 05 26 22 00 00 1 9999.000
2004 05 26 22 15 00 1 9999.000
2004 05 26 22 30 00 1 9999.000
2004 05 26 22 45 00 1 9999.000
2004 05 26 23 00 00 1 9999.000
2004 05 26 23 15 00 1 9999.000
2004 05 26 23 30 00 1 9999.000
2004 05 26 23 45 00 1 9999.000
2004 05 27 00 00 00 1 9999.000
2004 05 27 00 15 00 1 9999.000
2004 05 27 00 30 00 1 9999.000
2004 05 27 00 45 00 1 9999.000
2004 05 27 01 00 00 1 9999.000
2004 05 27 01 15 00 1 9999.000
2004 05 27 01 30 00 1 9999.000
2004 05 27 01 45 00 1 9999.000
2004 05 27 02 00 00 1 9999.000
2004 05 27 02 15 00 1 9999.000
2004 05 27 02 30 00 1 9999.000
2004 05 27 02 45 00 1 9999.000
2004 05 27 03 00 00 1 9999.000
2004 05 27 03 15 00 1 9999.000
2004 05 27 03 30 00 1 9999.000
2004 05 27 03 45 00 1 9999.000
2004 05 27 04 00 00 1 9999.000
2004 05 27 04 15 00 1 9999.000
2004 05 27 04 30 00 1 9999.000
2004 05 27 04 45 00 1 9999.000
2004 05 27 05 00 00 1 9999.000
2004 05 27 05 15 00 1 9999.000
2004 05 27 05 30 00 1 9999.000
2004 05 27 05 45 00 1 9999.000
2004 05 27 06 00 00 1 9999.000
2004 05 27 06 15 00 1 9999.000
2004 05 27 06 30 00 1 9999.000
2004 05 27 06 45 00 1 9999.000
2004 05 27 07 00 00 1 9999.000
2004 05 27 07 15 00 1 9999.000
2004 05 27 07 30 00 1 9999.000
2004 05 27 07 45 00 1 9999.000
2004 05 27 08 00 00 1 9999.000
2004 05 27 08 15 00 1 9999.000
2004 05 27 08 30 00 1 9999.000
2004 05 27 08 45 00 1 9999.000
2004 05 27 09 00 00 1 9999.000
2004 05 27 09 15 00 1 9999.000
2004 05 27 09 30 00 1 9999.000
2004 05 27 09 45 00 1 9999.000
2004 05 27 10 00 00 1 9999.000
2004 05 27 10 15 00 1 9999.000
2004 05 27 10 30 00 1 9999.000
2004 05 27 10 45 00 1 9999.000
2004 05 27 11 00 00 1 9999.000
2004 05 27 11 15 00 1 9999.000
2004 05 27 11 30 00 1 9999.000
2004 05 27 11 45 00 1 9999.000
2004 05 27 12 00 00 1 9999.000
2004 05 27 12 15 00 1 9999.000
2004 05 27 12 30 00 1 9999.000
2004 05 27 12 45 00 1 9999.000
2004 05 27 13 00 00 1 9999.000
2004 05 27 13 15 00 1 9999.000
2004 05 27 13 30 00 1 9999.000
2004 05 27 13 45 00 1 9999.000
2004 05 27 14 00 00 1 9999.000
2004 05 27 14 15 00 1 9999.000
2004 05 27 14 30 00 1 9999.000
2004 05 27 14 45 00 1 9999.000
2004 05 27 15 00 00 1 9999.000
2004 05 27 15 15 00 1 9999.000
2004 05 27 15 30 00 1 9999.000
2004 05 27 15 45 00 1 9999.000
2004 05 27 16 00 00 1 9999.000
2004 05 27 16 15 00 1 9999.000
2004 05 27 16 30 00 1 9999.000
2004 05 27 16 45 00 1 9999.000
2004 05 27 17 00 00 1 9999.000
2004 05 27 17 15 00 1 9999.000
2004 05 27 17 30 00 1 9999.000
2004 05 27 17 45 00 1 9999.000
2004 05 27 18 00 00 1 9999.000
2004 05 27 18 15 00 1 9999.000
2004 05 27 18 30 00 1 9999.000
2004 05 27 18 45 00 1 9999.000
2004 05 27 19 00 00 1 9999.000
2004 05 27 19 15 00 1 9999.000
2004 05 27 19 30 00 1 9999.000
2004 05 27 19 45 00 1 9999.000
2004 05 27 20 00 00 1 9999.000
2004 05 27 20 15 00 1 9999.000
2004 05 27 20 30 00 1 9999.000
2004 05 27 20 45 00 1 9999.000
2004 05 27 21 00 00 1 9999.000
2004 05 27 21 15 00 1 9999.000
2004 05 27 21 30 00 1 9999.000
2004 05 27 21 45 00 1 9999.000
2004 05 27 22 00 00 1 9999.000
2004 05 27 22 15 00 1 9999.000
2004 05 27 22 30 00 1 9999.000
2004 05 27 22 45 00 1 9999.000
2004 05 27 23 00 00 1 9999.000
2004 05 27 23 15 00 1 9999.000
2004 05 27 23 30 00 1 9999.000
2004 05 27 23 45 00 1 9999.000
2004 05 28 00 00 00 1 9999.000
2004 05 28 00 15 00 1 9999.000
2004 05 28 00 30 00 1 9999.000
2004 05 28 00 45 00 1 9999.000
2004 05 28 01 00 00 1 9999.000
2004 05 28 01 15 00 1 9999.000
2004 05 28 01 30 00 1 9999.000
2004 05 28 01 45 00 1 9999.000
2004 05 28 02 00 00 1 9999.000
2004 05 28 02 15 00 1 9999.000
2004 05 28 02 30 00 1 9999.000
2004 05 28 02 45 00 1 9999.000
2004 05 28 03 00 00 1 9999.000
2004 05 28 03 15 00 1 9999.000
2004 05 28 03 30 00 1 9999.000
2004 05 28 03 45 00 1 9999.000
2004 05 28 04 00 00 1 9999.000
2004 05 28 04 15 00 1 9999.000
2004 05 28 04 30 00 1 9999.000
2004 05 28 04 45 00 1 9999.000
2004 05 28 05 00 00 1 9999.000
2004 05 28 05 15 00 1 9999.000
2004 05 28 05 30 00 1 9999.000
2004 05 28 05 45 00 1 9999.000
2004 05 28 06 00 00 1 9999.000
2004 05 28 06 15 00 1 9999.000
2004 05 28 06 30 00 1 9999.000
2004 05 28 06 45 00 1 9999.000
2004 05 28 07 00 00 1 9999.000
2004 05 28 07 15 00 1 9999.000
2004 05 28 07 30 00 1 9999.000
2004 05 28 07 45 00 1 9999.000
2004 05 28 08 00 00 1 9999.000
2004 05 28 08 15 00 1 9999.000
2004 05 28 08 30 00 1 9999.000
2004 05 28 08 45 00 1 9999.000
2004 05 28 09 00 00 1 9999.000
2004 05 28 09 15 00 1 9999.000
2004 05 28 09 30 00 1 9999.000
2004 05 28 09 45 00 1 9999.000
2004 05 28 10 00 00 1 9999.000
2004 05 28 10 15 00 1 9999.000
2004 05 28 10 30 00 1 9999.000
2004 05 28 10 45 00 1 9999.000
2004 05 28 11 00 00 1 9999.000
2004 05 28 11 15 00 1 9999.000
2004 05 28 11 30 00 1 9999.000
2004 05 28 11 45 00 1 9999.000
2004 05 28 12 00 00 1 9999.000
2004 05 28 12 15 00 1 9999.000
2004 05 28 12 30 00 1 9999.000
2004 05 28 12 45 00 1 9999.000
2004 05 28 13 00 00 1 9999.000
2004 05 28 13 15 00 1 9999.000
2004 05 28 13 30 00 1 9999.000
2004 05 28 13 45 00 1 9999.000
2004 05 28 14 00 00 1 9999.000
2004 05 28 14 15 00 1 9999.000
2004 05 28 14 30 00 1 9999.000
2004 05 28 14 45 00 1 9999.000
2004 05 28 15 00 00 1 9999.000
2004 05 28 15 15 00 1 9999.000
2004 05 28 15 30 00 1 9999.000
2004 05 28 15 45 00 1 9999.000
2004 05 28 16 00 00 1 9999.000
2004 05 28 16 15 00 1 9999.000
2004 05 28 16 30 00 1 9999.000
2004 05 28 16 45 00 1 9999.000
2004 05 28 17 00 00 1 9999.000
2004 05 28 17 15 00 1 9999.000
2004 05 28 17 30 00 1 9999.000
2004 05 28 17 45 00 1 9999.000
2004 05 28 18 00 00 1 9999.000
2004 05 28 18 15 00 1 9999.000
2004 05 28 18 30 00 1 9999.000
2004 05 28 18 45 00 1 9999.000
2004 05 28 19 00 00 1 9999.000
2004 05 28 19 15 00 1 9999.000
2004 05 28 19 30 00 1 9999.000
2004 05 28 19 45 00 1 9999.000
2004 05 28 20 00 00 1 9999.000
2004 05 28 20 15 00 1 9999.000
2004 05 28 20 30 00 1 9999.000
2004 05 28 20 45 00 1 9999.000
2004 05 28 21 00 00 1 9999.000
2004 05 28 21 15 00 1 9999.000
2004 05 28 21 30 00 1 9999.000
2004 05 28 21 45 00 1 9999.000
2004 05 28 22 00 00 1 9999.000
2004 05 28 22 15 00 1 9999.000
2004 05 28 22 30 00 1 9999.000
2004 05 28 22 45 00 1 9999.000
2004 05 28 23 00 00 1 9999.000
2004 05 28 23 15 00 1 9999.000
2004 05 28 23 30 00 1 9999.000
2004 05 28 23 45 00 1 9999.000
2004 05 29 00 00 00 1 9999.000
2004 05 29 00 15 00 1 9999.000
2004 05 29 00 30 00 1 9999.000
2004 05 29 00 45 00 1 9999.000
2004 05 29 01 00 00 1 9999.000
2004 05 29 01 15 00 1 9999.000
2004 05 29 01 30 00 1 9999.000
2004 05 29 01 45 00 1 9999.000
2004 05 29 02 00 00 1 9999.000
2004 05 29 02 15 00 1 9999.000
2004 05 29 02 30 00 1 9999.000
2004 05 29 02 45 00 1 9999.000
2004 05 29 03 00 00 1 9999.000
2004 05 29 03 15 00 1 9999.000
2004 05 29 03 30 00 1 9999.000
2004 05 29 03 45 00 1 9999.000
2004 05 29 04 00 00 1 9999.000
2004 05 29 04 15 00 1 9999.000
2004 05 29 04 30 00 1 9999.000
2004 05 29 04 45 00 1 9999.000
2004 05 29 05 00 00 1 9999.000
2004 05 29 05 15 00 1 9999.000
2004 05 29 05 30 00 1 9999.000
2004 05 29 05 45 00 1 9999.000
2004 05 29 06 00 00 1 9999.000
2004 05 29 06 15 00 1 9999.000
2004 05 29 06 30 00 1 9999.000
2004 05 29 06 45 00 1 9999.000
2004 05 29 07 00 00 1 9999.000
2004 05 29 07 15 00 1 9999.000
2004 05 29 07 30 00 1 9999.000
2004 05 29 07 45 00 1 9999.000
2004 05 29 08 00 00 1 9999.000
2004 05 29 08 15 00 1 9999.000
2004 05 29 08 30 00 1 9999.000
2004 05 29 08 45 00 1 9999.000
2004 05 29 09 00 00 1 9999.000
2004 05 29 09 15 00 1 9999.000
2004 05 29 09 30 00 1 9999.000
2004 05 29 09 45 00 1 9999.000
2004 05 29 10 00 00 1 9999.000
2004 05 29 10 15 00 1 9999.000
2004 05 29 10 30 00 1 9999.000
2004 05 29 10 45 00 1 9999.000
2004 05 29 11 00 00 1 9999.000
2004 05 29 11 15 00 1 9999.000
2004 05 29 11 30 00 1 9999.000
2004 05 29 11 45 00 1 9999.000
2004 05 29 12 00 00 1 9999.000
2004 05 29 12 15 00 1 9999.000
2004 05 29 12 30 00 1 9999.000
2004 05 29 12 45 00 1 9999.000
2004 05 29 13 00 00 1 9999.000
2004 05 29 13 15 00 1 9999.000
2004 05 29 13 30 00 1 9999.000
2004 05 29 13 45 00 1 9999.000
2004 05 29 14 00 00 1 9999.000
2004 05 29 14 15 00 1 9999.000
2004 05 29 14 30 00 1 9999.000
2004 05 29 14 45 00 1 9999.000
2004 05 29 15 00 00 1 9999.000
2004 05 29 15 15 00 1 9999.000
2004 05 29 15 30 00 1 9999.000
2004 05 29 15 45 00 1 9999.000
2004 05 29 16 00 00 1 9999.000
2004 05 29 16 15 00 1 9999.000
2004 05 29 16 30 00 1 9999.000
2004 05 29 16 45 00 1 9999.000
2004 05 29 17 00 00 1 9999.000
2004 05 29 17 15 00 1 9999.000
2004 05 29 17 30 00 1 9999.000
2004 05 29 17 45 00 1 9999.000
2004 05 29 18 00 00 1 9999.000
2004 05 29 18 15 00 1 9999.000
2004 05 29 18 30 00 1 9999.000
2004 05 29 18 45 00 1 9999.000
2004 05 29 19 00 00 1 9999.000
2004 05 29 19 15 00 1 9999.000
2004 05 29 19 30 00 1 9999.000
2004 05 29 19 45 00 1 9999.000
2004 05 29 20 00 00 1 9999.000
2004 05 29 20 15 00 1 9999.000
2004 05 29 20 30 00 1 9999.000
2004 05 29 20 45 00 1 9999.000
2004 05 29 21 00 00 1 9999.000
2004 05 29 21 15 00 1 9999.000
2004 05 29 21 30 00 1 9999.000
2004 05 29 21 45 00 1 9999.000
2004 05 29 22 00 00 1 9999.000
2004 05 29 22 15 00 1 9999.000
2004 05 29 22 30 00 1 9999.000
2004 05 29 22 45 00 1 9999.000
2004 05 29 23 00 00 1 9999.000
2004 05 29 23 15 00 1 9999.000
2004 05 29 23 30 00 1 9999.000
2004 05 29 23 45 00 1 9999.000
2004 05 30 00 00 00 1 9999.000
2004 05 30 00 15 00 1 9999.000
2004 05 30 00 30 00 1 9999.000
2004 05 30 00 45 00 1 9999.000
2004 05 30 01 00 00 1 9999.000
2004 05 30 01 15 00 1 9999.000
2004 05 30 01 30 00 1 9999.000
2004 05 30 01 45 00 1 9999.000
2004 05 30 02 00 00 1 9999.000
2004 05 30 02 15 00 1 9999.000
2004 05 30 02 30 00 1 9999.000
2004 05 30 02 45 00 1 9999.000
2004 05 30 03 00 00 1 9999.000
2004 05 30 03 15 00 1 9999.000
2004 05 30 03 30 00 1 9999.000
2004 05 30 03 45 00 1 9999.000
2004 05 30 04 00 00 1 9999.000
2004 05 30 04 15 00 1 9999.000
2004 05 30 04 30 00 1 9999.000
2004 05 30 04 45 00 1 9999.000
2004 05 30 05 00 00 1 9999.000
2004 05 30 05 15 00 1 9999.000
2004 05 30 05 30 00 1 9999.000
2004 05 30 05 45 00 1 9999.000
2004 05 30 06 00 00 1 9999.000
2004 05 30 06 15 00 1 9999.000
2004 05 30 06 30 00 1 9999.000
2004 05 30 06 45 00 1 9999.000
2004 05 30 07 00 00 1 9999.000
2004 05 30 07 15 00 1 9999.000
2004 05 30 07 30 00 1 9999.000
2004 05 30 07 45 00 1 9999.000
2004 05 30 08 00 00 1 9999.000
2004 05 30 08 15 00 1 9999.000
2004 05 30 08 30 00 1 9999.000
2004 05 30 08 45 00 1 9999.000
2004 05 30 09 00 00 1 9999.000
2004 05 30 09 15 00 1 9999.000
2004 05 30 09 30 00 1 9999.000
2004 05 30 09 45 00 1 9999.000
2004 05 30 10 00 00 1 9999.000
2004 05 30 10 15 00 1 9999.000
2004 05 30 10 30 00 1 9999.000
2004 05 30 10 45 00 1 9999.000
2004 05 30 11 00 00 1 9999.000
2004 05 30 11 15 00 1 9999.000
2004 05 30 11 30 00 1 9999.000
2004 05 30 11 45 00 1 9999.000
2004 05 30 12 00 00 1 9999.000
2004 05 30 12 15 00 1 9999.000
2004 05 30 12 30 00 1 9999.000
2004 05 30 12 45 00 1 9999.000
2004 05 30 13 00 00 1 9999.000
2004 05 30 13 15 00 1 9999.000
2004 05 30 13 30 00 1 9999.000
2004 05 30 13 45 00 1 9999.000
2004 05 30 14 00 00 1 9999.000
2004 05 30 14 15 00 1 9999.000
2004 05 30 14 30 00 1 9999.000
2004 05 30 14 45 00 1 9999.000
2004 05 30 15 00 00 1 9999.000
2004 05 30 15 15 00 1 9999.000
2004 05 30 15 30 00 1 9999.000
2004 05 30 15 45 00 1 9999.000
2004 05 30 16 00 00 1 9999.000
2004 05 30 16 15 00 1 9999.000
2004 05 30 16 30 00 1 9999.000
2004 05 30 16 45 00 1 9999.000
2004 05 30 17 00 00 1 9999.000
2004 05 30 17 15 00 1 9999.000
2004 05 30 17 30 00 1 9999.000
2004 05 30 17 45 00 1 9999.000
2004 05 30 18 00 00 1 9999.000
2004 05 30 18 15 00 1 9999.000
2004 05 30 18 30 00 1 9999.000
2004 05 30 18 45 00 1 9999.000
2004 05 30 19 00 00 1 9999.000
2004 05 30 19 15 00 1 9999.000
2004 05 30 19 30 00 1 9999.000
2004 05 30 19 45 00 1 9999.000
2004 05 30 20 00 00 1 9999.000
2004 05 30 20 15 00 1 9999.000
2004 05 30 20 30 00 1 9999.000
2004 05 30 20 45 00 1 9999.000
2004 05 30 21 00 00 1 9999.000
2004 05 30 21 15 00 1 9999.000
2004 05 30 21 30 00 1 9999.000
2004 05 30 21 45 00 1 9999.000
2004 05 30 22 00 00 1 9999.000
2004 05 30 22 15 00 1 9999.000
2004 05 30 22 30 00 1 9999.000
2004 05 30 22 45 00 1 9999.000
2004 05 30 23 00 00 1 9999.000
2004 05 30 23 15 00 1 9999.000
2004 05 30 23 30 00 1 9999.000
2004 05 30 23 45 00 1 9999.000
2004 05 31 00 00 00 1 9999.000
2004 05 31 00 15 00 1 9999.000
2004 05 31 00 30 00 1 9999.000
2004 05 31 00 45 00 1 9999.000
2004 05 31 01 00 00 1 9999.000
2004 05 31 01 15 00 1 9999.000
2004 05 31 01 30 00 1 9999.000
2004 05 31 01 45 00 1 9999.000
2004 05 31 02 00 00 1 9999.000
2004 05 31 02 15 00 1 9999.000
2004 05 31 02 30 00 1 9999.000
2004 05 31 02 45 00 1 9999.000
2004 05 31 03 00 00 1 9999.000
2004 05 31 03 15 00 1 9999.000
2004 05 31 03 30 00 1 9999.000
2004 05 31 03 45 00 1 9999.000
2004 05 31 04 00 00 1 9999.000
2004 05 31 04 15 00 1 9999.000
2004 05 31 04 30 00 1 9999.000
2004 05 31 04 45 00 1 9999.000
2004 05 31 05 00 00 1 9999.000
2004 05 31 05 15 00 1 9999.000
2004 05 31 05 30 00 1 9999.000
2004 05 31 05 45 00 1 9999.000
2004 05 31 06 00 00 1 9999.000
2004 05 31 06 15 00 1 9999.000
2004 05 31 06 30 00 1 9999.000
2004 05 31 06 45 00 1 9999.000
2004 05 31 07 00 00 1 9999.000
2004 05 31 07 15 00 1 9999.000
2004 05 31 07 30 00 1 9999.000
2004 05 31 07 45 00 1 9999.000
2004 05 31 08 00 00 1 9999.000
2004 05 31 08 15 00 1 9999.000
2004 05 31 08 30 00 1 9999.000
2004 05 31 08 45 00 1 9999.000
2004 05 31 09 00 00 1 9999.000
2004 05 31 09 15 00 1 9999.000
2004 05 31 09 30 00 1 9999.000
2004 05 31 09 45 00 1 9999.000
2004 05 31 10 00 00 1 9999.000
2004 05 31 10 15 00 1 9999.000
2004 05 31 10 30 00 1 9999.000
2004 05 31 10 45 00 1 9999.000
2004 05 31 11 00 00 1 9999.000
2004 05 31 11 15 00 1 9999.000
2004 05 31 11 30 00 1 9999.000
2004 05 31 11 45 00 1 9999.000
2004 05 31 12 00 00 1 9999.000
2004 05 31 12 15 00 1 9999.000
2004 05 31 12 30 00 1 9999.000
2004 05 31 12 45 00 1 9999.000
2004 05 31 13 00 00 1 9999.000
2004 05 31 13 15 00 1 9999.000
2004 05 31 13 30 00 1 9999.000
2004 05 31 13 45 00 1 9999.000
2004 05 31 14 00 00 1 9999.000
2004 05 31 14 15 00 1 9999.000
2004 05 31 14 30 00 1 9999.000
2004 05 31 14 45 00 1 9999.000
2004 05 31 15 00 00 1 9999.000
2004 05 31 15 15 00 1 9999.000
2004 05 31 15 30 00 1 9999.000
2004 05 31 15 45 00 1 9999.000
2004 05 31 16 00 00 1 9999.000
2004 05 31 16 15 00 1 9999.000
2004 05 31 16 30 00 1 9999.000
2004 05 31 16 45 00 1 9999.000
2004 05 31 17 00 00 1 9999.000
2004 05 31 17 15 00 1 9999.000
2004 05 31 17 30 00 1 9999.000
2004 05 31 17 45 00 1 9999.000
2004 05 31 18 00 00 1 9999.000
2004 05 31 18 15 00 1 9999.000
2004 05 31 18 30 00 1 9999.000
2004 05 31 18 45 00 1 9999.000
2004 05 31 19 00 00 1 9999.000
2004 05 31 19 15 00 1 9999.000
2004 05 31 19 30 00 1 9999.000
2004 05 31 19 45 00 1 9999.000
2004 05 31 20 00 00 1 9999.000
2004 05 31 20 15 00 1 9999.000
2004 05 31 20 30 00 1 9999.000
2004 05 31 20 45 00 1 9999.000
2004 05 31 21 00 00 1 9999.000
2004 05 31 21 15 00 1 9999.000
2004 05 31 21 30 00 1 9999.000
2004 05 31 21 45 00 1 9999.000
2004 05 31 22 00 00 1 9999.000
2004 05 31 22 15 00 1 9999.000
2004 05 31 22 30 00 1 9999.000
2004 05 31 22 45 00 1 9999.000
2004 05 31 23 00 00 1 9999.000
2004 05 31 23 15 00 1 9999.000
2004 05 31 23 30 00 1 9999.000
2004 05 31 23 45 00 1 9999.000
2004 07 17 11 00 00 1 3480.946
2004 07 17 11 15 00 1 3480.831
2004 07 17 11 30 00 1 3480.715
2004 07 17 11 45 00 1 3480.602
2004 07 17 12 00 00 1 3480.492
2004 07 17 12 15 00 1 3480.388
2004 07 17 12 30 00 1 3480.292
2004 07 17 12 45 00 1 3480.200
2004 07 17 13 00 00 1 3480.119
2004 07 17 13 15 00 1 3480.048
2004 07 17 13 30 00 1 3479.989
2004 07 17 13 45 00 1 3479.941
2004 07 17 14 00 00 1 3479.900
2004 07 17 14 15 00 1 3479.877
2004 07 17 14 30 00 1 3479.865
2004 07 17 14 45 00 1 3479.864
2004 07 17 15 00 00 1 3479.874
2004 07 17 15 15 00 1 3479.902
2004 07 17 15 30 00 1 3479.941
2004 07 17 15 45 00 1 3479.991
2004 07 17 16 00 00 1 3480.053
2004 07 17 16 15 00 1 3480.125
2004 07 17 16 30 00 1 3480.203
2004 07 17 16 45 00 1 3480.288
2004 07 17 17 00 00 1 3480.377
2004 07 17 17 15 00 1 3480.472
2004 07 17 17 30 00 1 3480.573
2004 07 17 17 45 00 1 3480.676
2004 07 17 18 00 00 1 3480.776
2004 07 17 18 15 00 1 3480.875
2004 07 17 18 30 00 1 3480.974
2004 07 17 18 45 00 1 3481.064
2004 07 17 19 00 00 1 3481.151
2004 07 17 19 15 00 1 3481.232
2004 07 17 19 30 00 1 3481.307
2004 07 17 19 45 00 1 3481.373
2004 07 17 20 00 00 1 3481.431
2004 07 17 20 15 00 1 3481.481
2004 07 17 20 30 00 1 3481.520
2004 07 17 20 45 00 1 3481.552
2004 07 17 21 00 00 1 3481.572
2004 07 17 21 15 00 1 3481.582
2004 07 17 21 30 00 1 3481.588
2004 07 17 21 45 00 1 3481.580
2004 07 17 22 00 00 1 3481.565
2004 07 17 22 15 00 1 3481.545
2004 07 17 22 30 00 1 3481.518
2004 07 17 22 45 00 1 3481.485
2004 07 17 23 00 00 1 3481.448
2004 07 17 23 15 00 1 3481.402
2004 07 17 23 30 00 1 3481.361
2004 07 17 23 45 00 1 3481.316
2004 07 18 00 00 00 1 3481.271
2004 07 18 00 15 00 1 3481.230
2004 07 18 00 30 00 1 3481.187
2004 07 18 00 45 00 1 3481.149
2004 07 18 01 00 00 1 3481.113
2004 07 18 01 15 00 1 3481.083
2004 07 18 01 30 00 1 3481.059
2004 07 18 01 45 00 1 3481.040
2004 07 18 02 00 00 1 3481.027
2004 07 18 02 15 00 1 3481.027
2004 07 18 02 30 00 1 3481.035
2004 07 18 02 45 00 1 3481.052
2004 07 18 03 00 00 1 3481.076
2004 07 18 03 15 00 1 3481.108
2004 07 18 03 30 00 1 3481.145
2004 07 18 03 45 00 1 3481.190
