YYYY MM DD hh mm ss T HEIGHT
2004 01 27 01 45 00 1 3481.712
2004 01 27 02 00 00 1 3481.624
2004 01 27 02 15 00 1 3481.533
2004 01 27 02 30 00 1 3481.441
2004 01 27 02 45 00 1 3481.345
2004 01 27 03 00 00 1 3481.250
2004 01 27 03 15 00 1 3481.162
2004 01 27 03 30 00 1 3481.075
2004 01 27 03 45 00 1 3480.994
2004 01 27 04 00 00 1 3480.919
2004 01 27 04 15 00 1 3480.853
2004 01 27 04 30 00 1 3480.792
2004 01 27 04 45 00 1 3480.745
2004 01 27 05 00 00 1 3480.707
2004 01 27 05 15 00 1 3480.681
2004 01 27 05 30 00 1 3480.667
2004 01 27 05 45 00 1 3480.668
2004 01 27 06 00 00 1 3480.680
2004 01 27 06 15 00 1 3480.702
2004 01 27 06 30 00 1 3480.733
2004 01 27 06 45 00 1 3480.776
2004 01 27 07 00 00 1 3480.833
2004 01 27 07 15 00 1 3480.899
2004 01 27 07 30 00 1 3480.974
2004 01 27 07 45 00 1 3481.058
2004 01 27 08 00 00 1 3481.147
2004 01 27 08 15 00 1 3481.239
2004 01 27 08 30 00 1 3481.336
2004 01 27 08 45 00 1 3481.436
2004 01 27 09 00 00 1 3481.535
2004 01 27 09 15 00 1 3481.635
2004 01 27 09 30 00 1 3481.732
2004 01 27 09 45 00 1 3481.825
2004 01 27 10 00 00 1 3481.919
2004 01 27 10 15 00 1 3482.001
2004 01 27 10 30 00 1 3482.080
2004 01 27 10 45 00 1 3482.152
2004 01 27 11 00 00 1 3482.214
2004 01 27 11 15 00 1 3482.268
2004 01 27 11 30 00 1 3482.309
2004 01 27 11 45 00 1 3482.340
2004 01 27 12 00 00 1 3482.365
2004 01 27 12 15 00 1 3482.372
2004 01 27 12 30 00 1 3482.375
2004 01 27 12 45 00 1 3482.365
2004 01 27 13 00 00 1 3482.339
2004 01 27 13 15 00 1 3482.304
2004 01 27 13 30 00 1 3482.263
2004 01 27 13 45 00 1 3482.210
2004 01 27 14 00 00 1 3482.152
2004 01 27 14 15 00 1 3482.084
2004 01 27 14 30 00 1 3482.012
2004 01 27 14 45 00 1 3481.937
2004 01 27 15 00 00 1 3481.856
2004 01 27 15 15 00 1 3481.774
2004 01 27 15 30 00 1 3481.691
2004 01 27 15 45 00 1 3481.606
2004 01 27 16 00 00 1 3481.527
2004 01 27 16 15 00 1 3481.449
2004 01 27 16 30 00 1 3481.380
2004 01 27 16 45 00 1 3481.310
2004 01 27 17 00 00 1 3481.249
2004 01 27 17 15 00 1 3481.197
2004 01 27 17 30 00 1 3481.151
2004 01 27 17 45 00 1 3481.118
2004 01 27 18 00 00 1 3481.093
2004 01 27 18 15 00 1 3481.071
2004 01 27 18 30 00 1 3481.063
2004 01 27 18 45 00 1 3481.061
2004 01 27 19 00 00 1 3481.072
2004 01 27 19 15 00 1 3481.089
2004 01 27 19 30 00 1 3481.117
2004 01 27 19 45 00 1 3481.151
2004 01 27 20 00 00 1 3481.191
2004 01 27 20 15 00 1 3481.238
2004 01 27 20 30 00 1 3481.290
2004 01 27 20 45 00 1 3481.345
2004 01 27 21 00 00 1 3481.402
2004 01 27 21 15 00 1 3481.461
2004 01 27 21 30 00 1 3481.521
2004 01 27 21 45 00 1 3481.581
2004 01 27 22 00 00 1 3481.642
2004 01 27 22 15 00 1 3481.697
2004 01 27 22 30 00 1 3481.748
2004 01 27 22 45 00 1 3481.797
2004 01 27 23 00 00 1 3481.838
2004 01 27 23 15 00 1 3481.875
2004 01 27 23 30 00 1 3481.907
2004 01 27 23 45 00 1 3481.929
2004 01 28 00 00 00 1 3481.943
2004 01 28 00 15 00 1 3481.951
2004 01 28 00 30 00 1 3481.949
2004 01 28 00 45 00 1 3481.939
2004 01 28 01 00 00 1 3481.921
2004 01 28 01 15 00 1 3481.891
2004 01 28 01 30 00 1 3481.858
2004 01 28 01 45 00 1 3481.815
2004 01 28 02 00 00 1 3481.766
2004 01 28 02 15 00 1 3481.709
2004 01 28 02 30 00 1 3481.648
2004 01 28 02 45 00 1 3481.585
2004 01 28 03 00 00 1 3481.515
2004 01 28 03 15 00 1 3481.449
2004 01 28 03 30 00 1 3481.379
2004 01 28 03 45 00 1 3481.311
2004 01 28 04 00 00 1 3481.244
2004 01 28 04 15 00 1 3481.180
2004 01 28 04 30 00 1 3481.118
2004 01 28 04 45 00 1 3481.062
2004 01 28 05 00 00 1 3481.016
2004 01 28 05 15 00 1 3480.975
2004 01 28 05 30 00 1 3480.943
2004 01 28 05 45 00 1 3480.921
2004 01 28 06 00 00 1 3480.907
2004 01 28 06 15 00 1 3480.904
2004 01 28 06 30 00 1 3480.907
2004 01 28 06 45 00 1 3480.922
2004 01 28 07 00 00 1 3480.944
2004 01 28 07 15 00 1 3480.979
2004 01 28 07 30 00 1 3481.021
2004 01 28 07 45 00 1 3481.072
2004 01 28 08 00 00 1 3481.129
2004 01 28 08 15 00 1 3481.196
2004 01 28 08 30 00 1 3481.268
2004 01 28 08 45 00 1 3481.344
2004 01 28 09 00 00 1 3481.423
2004 01 28 09 15 00 1 3481.503
2004 01 28 09 30 00 1 3481.589
2004 01 28 09 45 00 1 3481.675
2004 01 28 10 00 00 1 3481.755
2004 01 28 10 15 00 1 3481.839
2004 01 28 10 30 00 1 3481.916
2004 01 28 10 45 00 1 3481.993
2004 01 28 11 00 00 1 3482.061
2004 01 28 11 15 00 1 3482.124
2004 01 28 11 30 00 1 3482.180
2004 01 28 11 45 00 1 3482.232
2004 01 28 12 00 00 1 3482.271
2004 01 28 12 15 00 1 3482.304
2004 01 28 12 30 00 1 3482.329
2004 01 28 12 45 00 1 3482.341
2004 01 28 13 00 00 1 3482.343
2004 01 28 13 15 00 1 3482.338
2004 01 28 13 30 00 1 3482.321
2004 01 28 13 45 00 1 3482.299
2004 01 28 14 00 00 1 3482.265
2004 01 28 14 15 00 1 3482.223
2004 01 28 14 30 00 1 3482.173
2004 01 28 14 45 00 1 3482.118
2004 01 28 15 00 00 1 3482.055
2004 01 28 15 15 00 1 3481.988
2004 01 28 15 30 00 1 3481.915
2004 01 28 15 45 00 1 3481.836
2004 01 28 16 00 00 1 3481.757
2004 01 28 16 15 00 1 3481.679
2004 01 28 16 30 00 1 3481.598
2004 01 28 16 45 00 1 3481.519
2004 01 28 17 00 00 1 3481.444
2004 01 28 17 15 00 1 3481.368
2004 01 28 17 30 00 1 3481.300
2004 01 28 17 45 00 1 3481.238
2004 01 28 18 00 00 1 3481.184
2004 01 28 18 15 00 1 3481.134
2004 01 28 18 30 00 1 3481.092
2004 01 28 18 45 00 1 3481.060
2004 01 28 19 00 00 1 3481.033
2004 01 28 19 15 00 1 3481.018
2004 01 28 19 30 00 1 3481.009
2004 01 28 19 45 00 1 3481.010
2004 01 28 20 00 00 1 3481.020
2004 01 28 20 15 00 1 3481.035
2004 01 28 20 30 00 1 3481.056
2004 01 28 20 45 00 1 3481.083
2004 01 28 21 00 00 1 3481.119
2004 01 28 21 15 00 1 3481.156
2004 01 28 21 30 00 1 3481.197
2004 01 28 21 45 00 1 3481.243
2004 01 28 22 00 00 1 3481.288
2004 01 28 22 15 00 1 3481.337
2004 01 28 22 30 00 1 3481.388
2004 01 28 22 45 00 1 3481.438
2004 01 28 23 00 00 1 3481.490
2004 01 28 23 15 00 1 3481.538
2004 01 28 23 30 00 1 3481.582
2004 01 28 23 45 00 1 3481.624
2004 01 29 00 00 00 1 3481.658
2004 01 29 00 15 00 1 3481.694
2004 01 29 00 30 00 1 3481.719
2004 01 29 00 45 00 1 3481.742
2004 01 29 01 00 00 1 3481.756
2004 01 29 01 15 00 1 3481.767
2004 01 29 01 30 00 1 3481.769
2004 01 29 01 45 00 1 3481.765
2004 01 29 02 00 00 1 3481.754
2004 01 29 02 15 00 1 3481.736
2004 01 29 02 30 00 1 3481.711
2004 01 29 02 45 00 1 3481.679
2004 01 29 03 00 00 1 3481.648
2004 01 29 03 15 00 1 3481.609
2004 01 29 03 30 00 1 3481.565
2004 01 29 03 45 00 1 3481.521
2004 01 29 04 00 00 1 3481.475
2004 01 29 04 15 00 1 3481.429
2004 01 29 04 30 00 1 3481.384
2004 01 29 04 45 00 1 3481.335
2004 01 29 05 00 00 1 3481.291
2004 01 29 05 15 00 1 3481.250
2004 01 29 05 30 00 1 3481.213
2004 01 29 05 45 00 1 3481.185
2004 01 29 06 00 00 1 3481.158
2004 01 29 06 15 00 1 3481.140
2004 01 29 06 30 00 1 3481.125
2004 01 29 06 45 00 1 3481.118
2004 01 29 07 00 00 1 3481.119
2004 01 29 07 15 00 1 3481.126
2004 01 29 07 30 00 1 3481.139
2004 01 29 07 45 00 1 3481.161
2004 01 29 08 00 00 1 3481.191
2004 01 29 08 15 00 1 3481.227
2004 01 29 08 30 00 1 3481.271
2004 01 29 08 45 00 1 3481.320
2004 01 29 09 00 00 1 3481.374
2004 01 29 09 15 00 1 3481.435
2004 01 29 09 30 00 1 3481.495
2004 01 29 09 45 00 1 3481.561
2004 01 29 10 00 00 1 3481.630
2004 01 29 10 15 00 1 3481.705
2004 01 29 10 30 00 1 3481.775
2004 01 29 10 45 00 1 3481.845
2004 01 29 11 00 00 1 3481.912
2004 01 29 11 15 00 1 3481.976
2004 01 29 11 30 00 1 3482.034
2004 01 29 11 45 00 1 3482.089
2004 01 29 12 00 00 1 3482.141
2004 01 29 12 15 00 1 3482.191
2004 01 29 12 30 00 1 3482.232
2004 01 29 12 45 00 1 3482.265
2004 01 29 13 00 00 1 3482.292
2004 01 29 13 15 00 1 3482.308
2004 01 29 13 30 00 1 3482.316
2004 01 29 13 45 00 1 3482.319
2004 01 29 14 00 00 1 3482.310
2004 01 29 14 15 00 1 3482.296
2004 01 29 14 30 00 1 3482.270
2004 01 29 14 45 00 1 3482.239
2004 01 29 15 00 00 1 3482.198
2004 01 29 15 15 00 1 3482.152
2004 01 29 15 30 00 1 3482.095
2004 01 29 15 45 00 1 3482.038
2004 01 29 16 00 00 1 3481.971
2004 01 29 16 15 00 1 3481.901
2004 01 29 16 30 00 1 3481.830
2004 01 29 16 45 00 1 3481.756
2004 01 29 17 00 00 1 3481.681
2004 01 29 17 15 00 1 3481.604
2004 01 29 17 30 00 1 3481.526
2004 01 29 17 45 00 1 3481.453
2004 01 29 18 00 00 1 3481.378
2004 01 29 18 15 00 1 3481.306
2004 01 29 18 30 00 1 3481.242
2004 01 29 18 45 00 1 3481.185
2004 01 29 19 00 00 1 3481.131
2004 01 29 19 15 00 1 3481.086
2004 01 29 19 30 00 1 3481.046
2004 01 29 19 45 00 1 3481.012
2004 01 29 20 00 00 1 3480.983
2004 01 29 20 15 00 1 3480.964
2004 01 29 20 30 00 1 3480.954
2004 01 29 20 45 00 1 3480.944
2004 01 29 21 00 00 1 3480.942
2004 01 29 21 15 00 1 3480.957
2004 01 29 21 30 00 1 3480.969
2004 01 29 21 45 00 1 3480.989
2004 01 29 22 00 00 1 3481.015
2004 01 29 22 15 00 1 3481.051
2004 01 29 22 30 00 1 3481.088
2004 01 29 22 45 00 1 3481.125
2004 01 29 23 00 00 1 3481.163
2004 01 29 23 15 00 1 3481.207
2004 01 29 23 30 00 1 3481.258
2004 01 29 23 45 00 1 3481.302
2004 01 30 00 00 00 1 3481.344
2004 01 30 00 15 00 1 3481.394
2004 01 30 00 30 00 1 3481.436
2004 01 30 00 45 00 1 3481.475
2004 01 30 01 00 00 1 3481.510
2004 01 30 01 15 00 1 3481.546
2004 01 30 01 30 00 1 3481.575
2004 01 30 01 45 00 1 3481.603
2004 01 30 02 00 00 1 3481.620
2004 01 30 02 15 00 1 3481.638
2004 01 30 02 30 00 1 3481.651
2004 01 30 02 45 00 1 3481.653
2004 01 30 03 00 00 1 3481.653
2004 01 30 03 15 00 1 3481.648
2004 01 30 03 30 00 1 3481.637
2004 01 30 03 45 00 1 3481.622
2004 01 30 04 00 00 1 3481.609
2004 01 30 04 15 00 1 3481.587
2004 01 30 04 30 00 1 3481.557
2004 01 30 04 45 00 1 3481.537
2004 01 30 05 00 00 1 3481.503
2004 01 30 05 15 00 1 3481.473
2004 01 30 05 30 00 1 3481.444
2004 01 30 05 45 00 1 3481.421
2004 01 30 06 00 00 1 3481.393
2004 01 30 06 15 00 1 3481.369
2004 01 30 06 30 00 1 3481.348
2004 01 30 06 45 00 1 3481.328
2004 01 30 07 00 00 1 3481.319
2004 01 30 07 15 00 1 3481.307
2004 01 30 07 30 00 1 3481.305
2004 01 30 07 45 00 1 3481.305
2004 01 30 08 00 00 1 3481.313
2004 01 30 08 15 00 1 3481.326
2004 01 30 08 30 00 1 3481.342
2004 01 30 08 45 00 1 3481.372
2004 01 30 09 00 00 1 3481.400
2004 01 30 09 15 00 1 3481.436
2004 01 30 09 30 00 1 3481.480
2004 01 30 09 45 00 1 3481.521
2004 01 30 10 00 00 1 3481.570
2004 01 30 10 15 00 1 3481.625
2004 01 30 10 30 00 1 3481.677
2004 01 30 10 45 00 1 3481.736
2004 01 30 11 00 00 1 3481.791
2004 01 30 11 15 00 1 3481.851
2004 01 30 11 30 00 1 3481.905
2004 01 30 11 45 00 1 3481.959
2004 01 30 12 00 00 1 3482.014
2004 01 30 12 15 00 1 3482.067
2004 01 30 12 30 00 1 3482.114
2004 01 30 12 45 00 1 3482.161
2004 01 30 13 00 00 1 3482.200
2004 01 30 13 15 00 1 3482.232
2004 01 30 13 30 00 1 3482.261
2004 01 30 13 45 00 1 3482.283
2004 01 30 14 00 00 1 3482.298
2004 01 30 14 15 00 1 3482.309
2004 01 30 14 30 00 1 3482.304
2004 01 30 14 45 00 1 3482.299
2004 01 30 15 00 00 1 3482.289
2004 01 30 15 15 00 1 3482.266
2004 01 30 15 30 00 1 3482.237
2004 01 30 15 45 00 1 3482.197
2004 01 30 16 00 00 1 3482.160
2004 01 30 16 15 00 1 3482.107
2004 01 30 16 30 00 1 3482.048
2004 01 30 16 45 00 1 3481.986
2004 01 30 17 00 00 1 3481.917
2004 01 30 17 15 00 1 3481.847
2004 01 30 17 30 00 1 3481.772
2004 01 30 17 45 00 1 3481.700
2004 01 30 18 00 00 1 3481.624
2004 01 30 18 15 00 1 3481.546
2004 01 30 18 30 00 1 3481.468
2004 01 30 18 45 00 1 3481.392
2004 01 30 19 00 00 1 3481.317
2004 01 30 19 15 00 1 3481.252
2004 01 30 19 30 00 1 3481.183
2004 01 30 19 45 00 1 3481.116
2004 01 30 20 00 00 1 3481.059
2004 01 30 20 15 00 1 3481.008
2004 01 30 20 30 00 1 3480.964
2004 01 30 20 45 00 1 3480.922
2004 01 30 21 00 00 1 3480.894
2004 01 30 21 15 00 1 3480.871
2004 01 30 21 30 00 1 3480.853
2004 01 30 21 45 00 1 3480.844
2004 01 30 22 00 00 1 3480.839
2004 01 30 22 15 00 1 3480.846
2004 01 30 22 30 00 1 3480.855
2004 01 30 22 45 00 1 3480.879
2004 01 30 23 00 00 1 3480.908
2004 01 30 23 15 00 1 3480.939
2004 01 30 23 30 00 1 3480.973
2004 01 30 23 45 00 1 3481.012
2004 01 31 00 00 00 1 3481.054
2004 01 31 00 15 00 1 3481.096
2004 01 31 00 30 00 1 3481.143
2004 01 31 00 45 00 1 3481.196
2004 01 31 01 00 00 1 3481.240
2004 01 31 01 15 00 1 3481.290
2004 01 31 01 30 00 1 3481.337
2004 01 31 01 45 00 1 3481.386
2004 01 31 02 00 00 1 3481.430
2004 01 31 02 15 00 1 3481.474
2004 01 31 02 30 00 1 3481.511
2004 01 31 02 45 00 1 3481.543
2004 01 31 03 00 00 1 3481.578
2004 01 31 03 15 00 1 3481.605
2004 01 31 03 30 00 1 3481.629
2004 01 31 03 45 00 1 3481.643
2004 01 31 04 00 00 1 3481.655
2004 01 31 04 15 00 1 3481.661
2004 01 31 04 30 00 1 3481.662
2004 01 31 04 45 00 1 3481.660
2004 01 31 05 00 00 1 3481.661
2004 01 31 05 15 00 1 3481.651
2004 01 31 05 30 00 1 3481.639
2004 01 31 05 45 00 1 3481.625
2004 01 31 06 00 00 1 3481.611
2004 01 31 06 15 00 1 3481.592
2004 01 31 06 30 00 1 3481.575
2004 01 31 06 45 00 1 3481.562
2004 01 31 07 00 00 1 3481.539
2004 01 31 07 15 00 1 3481.523
2004 01 31 07 30 00 1 3481.509
2004 01 31 07 45 00 1 3481.497
2004 01 31 08 00 00 1 3481.488
2004 01 31 08 15 00 1 3481.483
2004 01 31 08 30 00 1 3481.480
2004 01 31 08 45 00 1 3481.481
2004 01 31 09 00 00 1 3481.485
2004 01 31 09 15 00 1 3481.494
2004 01 31 09 30 00 1 3481.511
2004 01 31 09 45 00 1 3481.528
2004 01 31 10 00 00 1 3481.553
2004 01 31 10 15 00 1 3481.581
2004 01 31 10 30 00 1 3481.615
2004 01 31 10 45 00 1 3481.648
2004 01 31 11 00 00 1 3481.689
2004 01 31 11 15 00 1 3481.726
2004 01 31 11 30 00 1 3481.771
2004 01 31 11 45 00 1 3481.817
2004 01 31 12 00 00 1 3481.865
2004 01 31 12 15 00 1 3481.913
2004 01 31 12 30 00 1 3481.962
2004 01 31 12 45 00 1 3482.010
2004 01 31 13 00 00 1 3482.058
2004 01 31 13 15 00 1 3482.100
2004 01 31 13 30 00 1 3482.140
2004 01 31 13 45 00 1 3482.177
2004 01 31 14 00 00 1 3482.210
2004 01 31 14 15 00 1 3482.235
2004 01 31 14 30 00 1 3482.256
2004 01 31 14 45 00 1 3482.275
2004 01 31 15 00 00 1 3482.285
2004 01 31 15 15 00 1 3482.287
2004 01 31 15 30 00 1 3482.283
2004 01 31 15 45 00 1 3482.273
2004 01 31 16 00 00 1 3482.252
2004 01 31 16 15 00 1 3482.224
2004 01 31 16 30 00 1 3482.192
2004 01 31 16 45 00 1 3482.152
2004 01 31 17 00 00 1 3482.107
2004 01 31 17 15 00 1 3482.050
2004 01 31 17 30 00 1 3481.990
2004 01 31 17 45 00 1 3481.925
2004 01 31 18 00 00 1 3481.854
2004 01 31 18 15 00 1 3481.781
2004 01 31 18 30 00 1 3481.705
2004 01 31 18 45 00 1 3481.628
2004 01 31 19 00 00 1 3481.550
2004 01 31 19 15 00 1 3481.469
2004 01 31 19 30 00 1 3481.387
2004 01 31 19 45 00 1 3481.305
2004 01 31 20 00 00 1 3481.226
2004 01 31 20 15 00 1 3481.151
2004 01 31 20 30 00 1 3481.083
2004 01 31 20 45 00 1 3481.016
2004 01 31 21 00 00 1 3480.956
2004 01 31 21 15 00 1 3480.902
2004 01 31 21 30 00 1 3480.855
2004 01 31 21 45 00 1 3480.815
2004 01 31 22 00 00 1 3480.777
2004 01 31 22 15 00 1 3480.755
2004 01 31 22 30 00 1 3480.734
2004 01 31 22 45 00 1 3480.725
2004 01 31 23 00 00 1 3480.723
2004 01 31 23 15 00 1 3480.727
2004 01 31 23 30 00 1 3480.741
2004 01 31 23 45 00 1 3480.761
2004 02 01 00 00 00 1 3480.787
2004 02 01 00 15 00 1 3480.820
2004 02 01 00 30 00 1 3480.863
2004 02 01 00 45 00 1 3480.903
2004 02 01 01 00 00 1 3480.953
2004 02 01 01 15 00 1 3481.002
2004 02 01 01 30 00 1 3481.055
2004 02 01 01 45 00 1 3481.113
2004 02 01 02 00 00 1 3481.168
2004 02 01 02 15 00 1 3481.227
2004 02 01 02 30 00 1 3481.282
2004 02 01 02 45 00 1 3481.338
2004 02 01 03 00 00 1 3481.390
2004 02 01 03 15 00 1 3481.441
2004 02 01 03 30 00 1 3481.492
2004 02 01 03 45 00 1 3481.534
2004 02 01 04 00 00 1 3481.574
2004 02 01 04 15 00 1 3481.609
2004 02 01 04 30 00 1 3481.641
2004 02 01 04 45 00 1 3481.665
2004 02 01 05 00 00 1 3481.687
2004 02 01 05 15 00 1 3481.705
2004 02 01 05 30 00 1 3481.715
2004 02 01 05 45 00 1 3481.720
2004 02 01 06 00 00 1 3481.722
2004 02 01 06 15 00 1 3481.722
2004 02 01 06 30 00 1 3481.715
2004 02 01 06 45 00 1 3481.705
2004 02 01 07 00 00 1 3481.693
2004 02 01 07 15 00 1 3481.679
2004 02 01 07 30 00 1 3481.663
2004 02 01 07 45 00 1 3481.647
2004 02 01 08 00 00 1 3481.629
2004 02 01 08 15 00 1 3481.610
2004 02 01 08 30 00 1 3481.594
2004 02 01 08 45 00 1 3481.582
2004 02 01 09 00 00 1 3481.572
2004 02 01 09 15 00 1 3481.562
2004 02 01 09 30 00 1 3481.556
2004 02 01 09 45 00 1 3481.554
2004 02 01 10 00 00 1 3481.555
2004 02 01 10 15 00 1 3481.566
2004 02 01 10 30 00 1 3481.577
2004 02 01 10 45 00 1 3481.593
2004 02 01 11 00 00 1 3481.612
2004 02 01 11 15 00 1 3481.637
2004 02 01 11 30 00 1 3481.667
2004 02 01 11 45 00 1 3481.701
2004 02 01 12 00 00 1 3481.734
2004 02 01 12 15 00 1 3481.774
2004 02 01 12 30 00 1 3481.817
2004 02 01 12 45 00 1 3481.861
2004 02 01 13 00 00 1 3481.905
2004 02 01 13 15 00 1 3481.949
2004 02 01 13 30 00 1 3481.994
2004 02 01 13 45 00 1 3482.039
2004 02 01 14 00 00 1 3482.080
2004 02 01 14 15 00 1 9999.000
2004 02 01 14 30 00 1 9999.000
2004 02 01 14 45 00 1 9999.000
2004 02 01 15 00 00 1 9999.000
2004 02 01 15 15 00 1 3482.253
2004 02 01 15 30 00 1 3482.274
2004 02 01 15 45 00 1 3482.291
2004 02 01 16 00 00 1 3482.297
2004 02 01 16 15 00 1 3482.302
2004 02 01 16 30 00 1 3482.295
2004 02 01 16 45 00 1 3482.283
2004 02 01 17 00 00 1 3482.264
2004 02 01 17 15 00 1 3482.233
2004 02 01 17 30 00 1 3482.193
2004 02 01 17 45 00 1 3482.146
2004 02 01 18 00 00 1 3482.094
2004 02 01 18 15 00 1 3482.039
2004 02 01 18 30 00 1 3481.972
2004 02 01 18 45 00 1 3481.899
2004 02 01 19 00 00 1 3481.825
2004 02 01 19 15 00 1 3481.746
2004 02 01 19 30 00 1 3481.663
2004 02 01 19 45 00 1 3481.575
2004 02 01 20 00 00 1 3481.484
2004 02 01 20 15 00 1 3481.393
2004 02 01 20 30 00 1 3481.304
2004 02 01 20 45 00 1 3481.218
2004 02 01 21 00 00 1 3481.136
2004 02 01 21 15 00 1 3481.057
2004 02 01 21 30 00 1 3480.979
2004 02 01 21 45 00 1 3480.905
2004 02 01 22 00 00 1 3480.841
2004 02 01 22 15 00 1 3480.784
2004 02 01 22 30 00 1 3480.734
2004 02 01 22 45 00 1 3480.693
2004 02 01 23 00 00 1 3480.661
2004 02 01 23 15 00 1 3480.638
2004 02 01 23 30 00 1 3480.622
2004 02 01 23 45 00 1 3480.613
2004 02 02 00 00 00 1 3480.616
2004 02 02 00 15 00 1 3480.627
2004 02 02 00 30 00 1 3480.646
2004 02 02 00 45 00 1 3480.671
2004 02 02 01 00 00 1 3480.704
2004 02 02 01 15 00 1 3480.744
2004 02 02 01 30 00 1 3480.791
2004 02 02 01 45 00 1 3480.844
2004 02 02 02 00 00 1 3480.902
2004 02 02 02 15 00 1 3480.965
2004 02 02 02 30 00 1 3481.028
2004 02 02 02 45 00 1 3481.096
2004 02 02 03 00 00 1 3481.164
2004 02 02 03 15 00 1 3481.230
2004 02 02 03 30 00 1 3481.299
2004 02 02 03 45 00 1 3481.364
2004 02 02 04 00 00 1 3481.427
2004 02 02 04 15 00 1 3481.491
2004 02 02 04 30 00 1 3481.548
2004 02 02 04 45 00 1 3481.602
2004 02 02 05 00 00 1 3481.649
2004 02 02 05 15 00 1 3481.691
2004 02 02 05 30 00 1 3481.730
2004 02 02 05 45 00 1 3481.761
2004 02 02 06 00 00 1 3481.785
2004 02 02 06 15 00 1 3481.813
2004 02 02 06 30 00 1 3481.824
2004 02 02 06 45 00 1 3481.830
2004 02 02 07 00 00 1 3481.830
2004 02 02 07 15 00 1 3481.827
2004 02 02 07 30 00 1 3481.821
2004 02 02 07 45 00 1 3481.812
2004 02 02 08 00 00 1 3481.796
2004 02 02 08 15 00 1 3481.779
2004 02 02 08 30 00 1 3481.757
2004 02 02 08 45 00 1 3481.734
2004 02 02 09 00 00 1 3481.711
2004 02 02 09 15 00 1 3481.688
2004 02 02 09 30 00 1 3481.665
2004 02 02 09 45 00 1 3481.649
2004 02 02 10 00 00 1 3481.635
2004 02 02 10 15 00 1 3481.616
2004 02 02 10 30 00 1 3481.609
2004 02 02 10 45 00 1 3481.601
2004 02 02 11 00 00 1 3481.596
2004 02 02 11 15 00 1 3481.599
2004 02 02 11 30 00 1 3481.605
2004 02 02 11 45 00 1 3481.621
2004 02 02 12 00 00 1 3481.638
2004 02 02 12 15 00 1 3481.664
2004 02 02 12 30 00 1 3481.694
2004 02 02 12 45 00 1 3481.727
2004 02 02 13 00 00 1 3481.764
2004 02 02 13 15 00 1 3481.811
2004 02 02 13 30 00 1 3481.851
2004 02 02 13 45 00 1 3481.896
2004 02 02 14 00 00 1 3481.944
2004 02 02 14 15 00 1 3481.989
2004 02 02 14 30 00 1 3482.040
2004 02 02 14 45 00 1 3482.091
2004 02 02 15 00 00 1 3482.135
2004 02 02 15 15 00 1 3482.177
2004 02 02 15 30 00 1 3482.220
2004 02 02 15 45 00 1 3482.253
2004 02 02 16 00 00 1 3482.284
2004 02 02 16 15 00 1 3482.309
2004 02 02 16 30 00 1 3482.326
2004 02 02 16 45 00 1 3482.339
2004 02 02 17 00 00 1 3482.342
2004 02 02 17 15 00 1 3482.339
2004 02 02 17 30 00 1 3482.323
2004 02 02 17 45 00 1 3482.302
2004 02 02 18 00 00 1 3482.269
2004 02 02 18 15 00 1 3482.231
2004 02 02 18 30 00 1 3482.187
2004 02 02 18 45 00 1 3482.133
2004 02 02 19 00 00 1 3482.070
2004 02 02 19 15 00 1 3481.996
2004 02 02 19 30 00 1 3481.920
2004 02 02 19 45 00 1 3481.836
2004 02 02 20 00 00 1 3481.747
2004 02 02 20 15 00 1 3481.651
2004 02 02 20 30 00 1 3481.559
2004 02 02 20 45 00 1 3481.457
2004 02 02 21 00 00 1 3481.360
2004 02 02 21 15 00 1 3481.262
2004 02 02 21 30 00 1 3481.164
2004 02 02 21 45 00 1 3481.071
2004 02 02 22 00 00 1 3480.980
2004 02 02 22 15 00 1 3480.890
2004 02 02 22 30 00 1 3480.811
2004 02 02 22 45 00 1 3480.741
2004 02 02 23 00 00 1 3480.675
2004 02 02 23 15 00 1 3480.617
2004 02 02 23 30 00 1 3480.570
2004 02 02 23 45 00 1 3480.532
2004 02 03 00 00 00 1 3480.498
2004 02 03 00 15 00 1 3480.483
2004 02 03 00 30 00 1 3480.473
2004 02 03 00 45 00 1 3480.476
2004 02 03 01 00 00 1 3480.489
2004 02 03 01 15 00 1 3480.509
2004 02 03 01 30 00 1 3480.543
2004 02 03 01 45 00 1 3480.581
2004 02 03 02 00 00 1 3480.631
2004 02 03 02 15 00 1 3480.685
2004 02 03 02 30 00 1 3480.747
2004 02 03 02 45 00 1 3480.817
2004 02 03 03 00 00 1 3480.887
2004 02 03 03 15 00 1 3480.962
2004 02 03 03 30 00 1 3481.042
2004 02 03 03 45 00 1 3481.125
2004 02 03 04 00 00 1 3481.207
2004 02 03 04 15 00 1 9999.000
2004 02 03 04 30 00 1 9999.000
2004 02 03 04 45 00 1 9999.000
2004 02 03 05 00 00 1 9999.000
2004 02 03 05 15 00 1 3481.578
2004 02 03 05 30 00 1 3481.643
2004 02 03 05 45 00 1 3481.699
2004 02 03 06 00 00 1 3481.750
2004 02 03 06 15 00 1 3481.796
2004 02 03 06 30 00 1 3481.830
2004 02 03 06 45 00 1 3481.861
2004 02 03 07 00 00 1 3481.883
2004 02 03 07 15 00 1 3481.896
2004 02 03 07 30 00 1 3481.904
2004 02 03 07 45 00 1 3481.904
2004 02 03 08 00 00 1 3481.901
